STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
TEXAS,Stephenville Police Department,Municipality,Erath County,Task Force Model,4/25/2026,link,
TEXAS,Sterling County Sheriff's Office,County ,Sterling County,Task Force Model,7/23/2025,link,
TEXAS,Stockdale Marshal's Office ,Municipality ,Wilson County,Task Force Model,12/11/2025,link,
TEXAS,Sulphur Springs Police Department,Municipality,Hopkins County,Task Force Model,3/24/2026,link,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Task Force Model,3/10/2025,link,
TEXAS,Sutton County Sheriff's Office,County,Sutton County ,Warrant Service Officer,3/10/2025,link,
TEXAS,Swisher County Sheriff's Office,County ,Swisher County,Warrant Service Officer,8/28/2025,link,
TEXAS,Taft Police Department,Municipality,San Patricio,Task Force Model,4/23/2026,link,
TEXAS,Tarrant County Sheriff’s Office,County,Tarrant County,Jail Enforcement Model,6/16/2020,link,
TEXAS,Taylor County Sheriff's Office,County,Taylor County ,Warrant Service Officer,12/2/2025,link,
TEXAS,Tenaha Police Department ,Municipality,Shelby County,Task Force Model,1/7/2026,link,
TEXAS,Terrell County Sheriff's Office,County,Terrell County ,Jail Enforcement Model,6/9/2020,link,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Task Force Model,7/2/2025,link,
TEXAS,Terrell County Sheriff's Office,County,Terrell County,Warrant Service Officer,4/16/2025,link,
TEXAS,Terry County Sheriff's Office,County,Terry County,Warrant Service Officer,7/7/2025,link,
TEXAS,Texas Department of Public Safety - Texas Highway Patrol,State Agency,#NA,Task Force Model,11/3/2025,link,
TEXAS,Texas Department of Public Safety- Criminal Investigations Division ,State Agency,#NA,Task Force Model,10/17/2025,link,
TEXAS,Texas National Guard,State Agency,#N/A,Task Force Model,4/10/2025,link,
TEXAS,Texas Office of the Attorney General,State Agency,#N/A,Task Force Model,1/30/2025,link,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Task Force Model,3/10/2025,link,
TEXAS,Titus County Sheriff's Office,County,Titus County ,Warrant Service Officer,3/10/2025,link,
TEXAS,Tom Green County Sheriff's Office ,County,Tom Green County,Warrant Service Officer,2/10/2026,link,
TEXAS,Trinity County Sheriff's Office,County,Trinity County,Task Force Model,4/22/2026,link,
TEXAS,Trinity County Sheriff's Office ,County ,Trinity County ,Warrant Service Officer,8/7/2025,link,
TEXAS,Troup Police Department,Municipality,Smith County,Task Force Model,3/17/2026,link,
TEXAS,Tye Police Department ,Municipality ,Galveston County,Task Force Model,2/17/2026,link,
TEXAS,Tyler County Sheriff's Office ,County ,Tyler County,Warrant Service Officer,11/19/2025,link,
TEXAS,Upshur County Constable Precinct 1,County,Upshur County,Task Force Model,2/10/2026,link,
TEXAS,Upshur County Sheriff's Office ,County,Upshur County,Task Force Model,12/8/2025,link,
TEXAS,Upton County Sheriff's Office,County ,Upton County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Uvalde County Sheriff's Office ,County,Uvalde County ,Jail Enforcement Model ,11/14/2025,link,
TEXAS,Val Verde County Sheriff's Office ,County,Val Verde County,Warrant Service Officer,1/26/2026,link,
TEXAS,Van Zandt County Sheriff's Office ,County,Van Zandt County,Jail Enforcement Model,5/13/2026,link pending,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Task Force Model,7/7/2025,link,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Warrant Service Officer,2/26/2025,link,
TEXAS,Victoria County Sheriff’s Office,County,Victoria County,Jail Enforcement Model,6/8/2020,link,
TEXAS,Walker County Constable Pct 3,Municipality,Walker County,Task Force Model,9/9/2025,link,
TEXAS,Walker County Sheriff’s Department,County,Walker County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Walker County Sheriff's Office,County,Walker County,Warrant Service Officer,4/2/2025,link,
TEXAS,Waller County Sheriff’s Office,County,Waller County,Warrant Service Officer,2/12/2020,link,
TEXAS,Washington County Sheriff's Office,County ,Washington County,Warrant Service Officer,9/9/2025,link,
TEXAS,Webb County Sheriff's Office ,County ,Webb County,Jail Enforcement Model ,12/2/2025,link,
TEXAS,Wharton County Sheriff’s Office,County,Wharton County,Jail Enforcement Model,6/9/2020,link,
TEXAS,Wharton County Sheriff's Office,County,Wharton County,Warrant Service Officer,4/2/2025,link,
TEXAS,Wheeler County Sheriff's Office,County ,Wheeler County,Warrant Service Officer,9/9/2025,link,
TEXAS,Wichita County Sheriff's Office,County,Wichita County,Task Force Model,11/4/2025,link,
TEXAS,Wichita County Sheriff's Office,County,Wichita County,Warrant Service Officer,4/16/2025,link,
TEXAS,Wilbarger County Sheriff's Office,County,Wilbarger County,Task Force Model,4/20/2026,link,
TEXAS,Wilbarger County Sheriff's Office ,County ,Wilbarger County ,Warrant Service Officer,9/22/2025,link,
TEXAS,Williamson County Sheriff's Office ,County ,Williamson County ,Warrant Service Officer,9/22/2025,link,
TEXAS,Wilson County Sheriff's Office ,County ,Wilson County ,Task Force Model,9/9/2025,link,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Task Force Model,4/14/2025,link,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Warrant Service Officer,3/26/2025,link,
TEXAS,Winkler County Sheriff's Office,County,Winkler County,Jail Enforcement Model,3/21/2025,link,
TEXAS,Winnsboro Police Department ,Municipality ,Wood County,Task Force Model,4/17/2026,link,
TEXAS,Wise County Sheriff's Office ,County ,Wise County,Task Force Model,4/15/2026,link,
TEXAS,Wise County Sheriff's Office,County ,Wise County,Warrant Service Officer,9/9/2025,link,
TEXAS,Wortham Police Department,Municipality,Freestone County,Task Force Model,12/18/2025,link,
TEXAS,Yoakum County Sheriff's Office,County,Yoakum County,Warrant Service Officer,6/25/2025,link,
TEXAS,Yoakum Police Department,County,Yoakum County,Task Force Model,11/24/2025,link,
TEXAS,Young County Sheriff's Office,County,Young County,Task Force Model,1/26/2026,link,
TEXAS,Zapata County Sheriff's Office ,County ,Zapata County,Task Force Model,11/6/2025,link,
TEXAS,Zapata County Sheriff's Office ,County ,Zapata County,Jail Enforcement Model ,11/6/2025,link,
UTAH,Beaver County Sheriff's Office,County,Beaver County,Warrant Service Officer,7/11/2025,link,
UTAH,Cache County Sheriff's Office,County,Cache County,Warrant Service Officer,8/4/2025,link,
UTAH,Kane County Sheriff's Office,County ,Kane County,Warrant Service Officer,7/24/2025,link,
UTAH,Riverton Police Department,Municipality,Salt Lake County,Task Force Model,8/28/2025,link,
UTAH,Sanpete County Sheriff's Office ,County,Sanpete County ,Warrant Service Officer,11/20/2025,link,
UTAH,Sevier County Sheriff's Office ,County ,Sevier County,Jail Enforcement Model ,11/4/2025,link,
UTAH,Sevier County Sheriff's Office ,County ,Sevier County,Warrant Service Officer,11/4/2025,link,
UTAH,Tooele County Sheriff's Office,County,Tooele County,Task Force Model,7/2/2025,link,
UTAH,Tooele County Sheriff's Office,County,Tooele County,Warrant Service Officer,6/25/2025,link,
UTAH,Utah County Sheriff's Office,County ,Utah County,Task Force Model,7/24/2025,link,
UTAH,Utah County Sheriff's Office,County ,Utah County,Warrant Service Officer,7/24/2025,link,
UTAH,Utah Department of Corrections,State Agency,#N/A,Warrant Service Officer,5/13/2025,link,
UTAH,Wasatch County Sheriff's Office,County,Wasatch County,Warrant Service Officer,8/4/2025,link,
UTAH,Washington County Sheriff's Office,County,Washington County,Jail Enforcement Model,3/21/2025,link,
UTAH,Washington County Sheriff's Office,County,Washington County,Task Force Model,3/21/2025,link,
UTAH,Weber County Sheriff's Office,County,Weber County,Task Force Model,7/2/2025,link,
VIRGINIA,Alleghany County Sheriff's Office,County,Alleghany County,Warrant Service Officer,6/3/2025,link,
VIRGINIA,Amherst County Sheriff's Office ,County ,Amherst County,Task Force Model,7/29/2025,link,
VIRGINIA,Appomattox County Sheriff's Office,County,Appomattox County,Task Force Model,5/13/2025,link,
VIRGINIA,Bedford County Sheriff's Office,County,Bedford County ,Task Force Model,3/7/2025,link,
VIRGINIA,Buchanan County Sheriff's Office,County,Buchanan County,Task Force Model,6/11/2025,link,
VIRGINIA,Buckingham County Sheriff's Office,County,Buckingham County,Task Force Model,5/16/2025,link,
VIRGINIA,Campbell County Sheriff's Office,County,Campbell County,Task Force Model,5/8/2025,link,
VIRGINIA,Craig County Sheriff's Office,County,Craig County,Task Force Model,5/16/2025,link,
VIRGINIA,Franklin County Sheriff's Office,County,Franklin County,Task Force Model,4/23/2025,link,
VIRGINIA,Frederick County Sheriff's Office ,County,Frederick County ,Task Force Model,12/8/2025,link,
VIRGINIA,Grayson County Sheriff's Office,County,Grayson County,Task Force Model,5/8/2025,link,
VIRGINIA,Greene County Sheriff's Office,County,Greene County,Task Force Model,5/8/2025,link,
VIRGINIA,Gordonsville Department of Public Safety,County,Orange County ,Task Force Model,5/17/2026,link pending,
VIRGINIA,Hopewell County Sheriff's Office,County,Hopewell County,Task Force Model,6/30/2025,link,
VIRGINIA,Loudoun County Sheriff's Office,County,Loudoun County,Warrant Service Officer,3/26/2025,link,
VIRGINIA,Mecklenburg County Sheriff's Office,County,Mecklenburg County,Task Force Model,5/13/2025,link,
VIRGINIA,Page County Sheriff's Office,County,Page County,Task Force Model,3/19/2026,link,
VIRGINIA,Pittsylvania County Sheriff's Office,County,Pittsylvania County,Jail Enforcement Model,6/11/2025,link,
VIRGINIA,Pittsylvania County Sheriff's Office,County,Pittsylvania County,Task Force Model,6/13/2025,link,
VIRGINIA,Pittsylvania County Sheriff's Office,County,Pittsylvania County,Warrant Service Officer,9/9/2025,link,
VIRGINIA,"Rappahannock, Shenandoah, Warren Regional Jail Authority",County ,#NA,Warrant Service Officer,8/28/2025,link,
VIRGINIA,Richmond County Sheriff's Office,County,Richmond County,Task Force Model,6/12/2025,link,
VIRGINIA,Scott County Sheriff's Office,County,Scott County,Task Force Model,6/11/2025,link,
VIRGINIA,Shenandoah County Sheriff's Office,County,Shenandoah County ,Task Force Model,4/14/2025,link,
VIRGINIA,Smyth County Sheriff's Office ,County,Smyth County,Task Force Model,4/14/2025,link,
VIRGINIA,Southwest Virginia Regional Jail Authority,County ,#N/A,Warrant Service Officer,5/8/2025,link,
VIRGINIA,Tazewell County Sheriff's Office,County,Tazewell County,Task Force Model,9/9/2025,link,
VIRGINIA,Washington County Sheriff's Office,County,Washington County,Task Force Model,6/11/2025,link,
VIRGINIA,Wise County Sheriff's Office,County,Wise County,Task Force Model,7/23/2025,link,
WEST VIRGINIA,Ansted Police Department,Municipality,Fayette County,Task Force Model,2/27/2026,link,
WEST VIRGINIA,Berkeley County Sheriff's Office,County ,Berkeley County ,Task Force Model,8/28/2025,link,
WEST VIRGINIA,Cabell County Sheriff's Office ,County ,Cabell County ,Task Force Model,9/22/2025,link,
WEST VIRGINIA,Clay County Sheriff's Office,County,Clay County,Task Force Model,2/17/2026,link,
WEST VIRGINIA,Doddridge County Sheriff's Office,County,Doddridge County ,Task Force Model,2/25/2026,link,
WEST VIRGINIA,Fayette County Sheriff's Office,County,Fayette County,Task Force Model,1/7/2026,link,
WEST VIRGINIA,Fayetteville Police Department,Municipality,Fayette County,Task Force Model,1/7/2026,link,
WEST VIRGINIA,Fort Gay Police Department,Municipality ,Wayne County,Task Force Model,2/14/2026,link,
WEST VIRGINIA,Hampshire County Sheriff's Office,County,Hampshire County,Task Force Model,12/2/2025,link,
WEST VIRGINIA,Hardy County Sheriff's Office ,County ,Hardy County,Task Force Model,12/15/2025,link,
WEST VIRGINIA,Harrison County Sheriff's Office,County ,Harrison County,Task Force Model,8/28/2025,link,
WEST VIRGINIA,Hinton Police Department,Municipality ,Summers County,Task Force Model,1/26/2026,link,
WEST VIRGINIA,Hurricane Police Department,Municipality ,Putnam County,Task Force Model,1/26/2026,link,
WEST VIRGINIA,Jefferson County Sheriff's Office,County ,Jefferson County ,Task Force Model,8/4/2025,link,
WEST VIRGINIA,Kenova Police Department,Municipality,Wayne County,Task Force Model,2/23/2026,link,
WEST VIRGINIA,Lewis County Sheriff's Office,County,Lewis County,Task Force Model,1/26/2026,link,
WEST VIRGINIA,McDowell County Sheriff's Office,County,McDowell County,Task Force Model,1/26/2026,link,
WEST VIRGINIA,Mineral County Sheriff's Office ,County,Mineral County ,Task Force Model,12/8/2025,link,
WEST VIRGINIA,Montgomery Police Department,Municipality ,Fayette County,Task Force Model,2/14/2026,link,
WEST VIRGINIA,Moorefield Police Department,Municipality ,Hardy County,Task Force Model,1/30/2026,link pending,
WEST VIRGINIA,Morgan County Sheriff's Office ,County ,Morgan County ,Task Force Model,8/28/2025,link,
WEST VIRGINIA,Nicholas County Sheriff's Office,County,Nicholas County,Task Force Model,1/7/2026,link,
WEST VIRGINIA,Oak Hill Police Department,Municipality,Fayette County,Task Force Model,12/18/2025,link,
WEST VIRGINIA,Paw Paw Police Department,Municipality ,Morgan County,Task Force Model,2/17/2026,link,
WEST VIRGINIA,Pleasants County Sheriff's Office,County,Pleasants County,Task Force Model,2/10/2026,link,
WEST VIRGINIA,Putnam County Sheriff's Office ,County,Putnam County,Task Force Model,11/10/2025,link,
WEST VIRGINIA,Richwood Police Department,Municipality ,Nicholas County,Task Force Model,1/26/2026,link,
WEST VIRGINIA,Shinnston Police Department,Municipality,Harrison County ,Task Force Model,2/18/2026,link,
WEST VIRGINIA,Summersville Police Department ,Municipality,Nicholas County,Task Force Model,12/8/2025,link,
WEST VIRGINIA,Upshur County Sheriff's Office ,County ,Upshur County,Task Force Model,12/12/2025,link,
WEST VIRGINIA,Village of Clearview Police Department ,Municipality,Ohio County ,Task Force Model,9/9/2025,link,
WEST VIRGINIA,West Virginia Division of Corrections and Rehabilitation,State Agency,#N/A,Warrant Service Officer,6/5/2025,link,
WEST VIRGINIA,West Virginia National Guard,State Agency,#N/A,Task Force Model,6/11/2025,link,
WEST VIRGINIA,West Virginia State Police Department,State Agency,Washington County,Task Force Model,7/23/2025,link,
WEST VIRGINIA,White Sulphur Springs Police Department,Municipality ,Greenbrier County,Task Force Model,2/10/2026,link,
WEST VIRGINIA,Wood County Sheriff's Office,County,Wood County,Task Force Model,5/8/2025,link,
WISCONSIN,Brown County Sheriff's Office,County,Brown County ,Warrant Service Officer,10/16/2020,link,
WISCONSIN,Calumet County Sheriff's Office,County,Calumet County,Warrant Service Officer,7/31/2025,link,
WISCONSIN,Dunn County Sheriff's Office,County,Dunn County,Warrant Service Officer,2/10/2026,link,
WISCONSIN,Fond du Lac County Sheriff's Office,County,Fond du Lac County ,Warrant Service Officer,6/5/2020,link,
WISCONSIN,Green Lake County Sheriff's Office,County,Green Lake County ,Warrant Service Officer,2/17/2026,link,
WISCONSIN,Kenosha County Sheriff's Office,County,Kenosha County,Jail Enforcement Model,1/7/2026,link,
WISCONSIN,Kewaunee County Sheriff's Office,County,Kewaunee County,Jail Enforcement Model,9/22/2025,link,
WISCONSIN,Kewaunee County Sheriff's Office,County,Kewaunee County,Warrant Service Officer,6/11/2025,link,
WISCONSIN,Langlade County Sheriff's Office,County,Langlade County,Warrant Service Officer,4/13/2026,link,
WISCONSIN,Manitowoc County Sheriff's Office,County,Manitowoc County ,Warrant Service Officer,6/5/2020,link,
WISCONSIN,Marathon County Sheriff's Office ,County ,Marathon County,Jail Enforcement Model ,11/4/2025,link,
WISCONSIN,Marquette County Sheriff's Office,County,Marquette County ,Warrant Service Officer,5/21/2020,link,
WISCONSIN,Outagamie County Sheriff's Office,County,Outagamie County,Warrant Service Officer,5/8/2025,link,
WISCONSIN,Sauk County Sheriff's Office ,County ,Sauk County,Jail Enforcement Model,2/10/2026,link pending,
WISCONSIN,Sauk County Sheriff's Office ,County ,Sauk County,Warrant Service Officer,12/18/2025,link,
WISCONSIN,Sheboygan County Sheriff's Office,County,Sheboygan County ,Warrant Service Officer,2/27/2020,link,
WISCONSIN,Walworth County Sheriff's Office,County,Walworth County,Warrant Service Officer,2/17/2026,link pending,
WISCONSIN,Washington County Sheriff's Office,County,Washington County ,Warrant Service Officer,3/3/2025,link,
